word,pos,cefr
above,adverb,A2
across,adverb,A2
anywhere,adverb,A2
around,adverb,A2
away,adverb,A2
apart,adverb,B1
around,adverb,B1
away,adverb,B1
behind,adverb,B1
below,adverb,B1
alongside,adverb,C1
beyond,adverb,C1
bottom,noun,A1
be,verb,A1
class,noun,A1
bitter,adjective,B1
bland,adjective,C2
chip,noun,A1
budget,adjective,B2
affluent,adjective,C1
bankrupt,adjective,C1
asset,noun,C1
award,verb,B2
bid,verb,C2
calm,adjective,B1
clear,adjective,B1
arid,adjective,C2
bronze,noun,C2
choice,noun,B1
adapt,verb,B2
aged,adjective,A2
black,adjective,A2
blonde,adjective,A2
awkward,adjective,C2
clever,adjective,A1
afraid,adjective,A2
angry,adjective,A2
afraid,adjective,B1
bad,adjective,B1
brave,adjective,B1
brilliant,adjective,B1
calm,adjective,B1
certain,adjective,B1
cold,adjective,B1
aware,adjective,B2
bitter,adjective,B2
bitter,adjective,B2
bitter,adjective,B2
bold,adjective,B2
bright,adjective,B2
bright,adjective,B2
clumsy,adjective,B2
alert,adjective,C1
anti-social,adjective,C1
able,adjective,C2
abrupt,adjective,C2
affectionate,adjective,C2
blank,adjective,C2
blunt,adjective,C2
belief,noun,B2
boost,noun,B2
close,adjective,A2
close,adjective,B1
away,adverb,C1
club,noun,B1
broken,adjective,A2
bound,adjective,C1
abroad,adverb,B1
aboard,adverb,C1
busy,adjective,A2
busy,adjective,A2
chief,adjective,B2
casual,adjective,C2
board,noun,C1
available,adjective,A2
breakable,adjective,B2
acceptable,adjective,C1
affordable,adjective,C1
changeable,adjective,C1
accountable,adjective,C2
attainable,adjective,C2
annual,adjective,B1
central,adjective,B1
accidental,adjective,B2
analytical,adjective,C1
bilingual,adjective,C1
brutal,adjective,C1
central,adjective,C1
central,adjective,C1
central,adjective,C2
classical,adjective,C2
closed,adjective,A1
abandoned,adjective,B2
abandoned,adjective,B2
armed,adjective,B2
balanced,adjective,B2
accepted,adjective,C1
acclaimed,adjective,C1
alleged,adjective,C1
biased,adjective,C1
allied,adjective,C2
broadminded,adjective,C2
better,adverb,A2
colourful,adjective,B2
accessible,adjective,B2
accessible,adjective,C2
artistic,adjective,B2
athletic,adjective,B2
chaotic,adjective,C1
automatic,adjective,C2
automatic,adjective,C2
characteristic,adjective,C2
burning,adjective,B1
challenging,adjective,B1
alarming,adjective,C1
beginning,noun,A2
aspiration,noun,C2
activity,noun,A2
active,adjective,B1
active,adjective,B1
active,adjective,B2
alternative,adjective,B2
alternative,adjective,B2
attractive,adjective,B2
addictive,adjective,C1
administrative,adjective,C1
aggressive,adjective,C1
abusive,adjective,C2
carefully,adverb,A2
clearly,adverb,A2
accurately,adverb,B1
briefly,adverb,B1
accidentally,adverb,B2
actively,adverb,B2
additionally,adverb,B2
annually,adverb,B2
appropriately,adverb,B2
artificially,adverb,B2
automatically,adverb,B2
basically,adverb,B2
casually,adverb,B2
broadly,adverb,C1
closely,adverb,C1
closely,adverb,C1
anchor,verb,C2
anchor,verb,C2
ambitious,adjective,B2
ambiguous,adjective,C2
analogous,adjective,C2
anonymous,adjective,C2
bossy,adjective,B2
cheeky,adjective,B2
bloody,adjective,C1
chilly,adjective,C1
bloody,adjective,C2
all right,adjective,A1
cheap,adjective,A1
cold,adjective,A1
adult,adjective,A2
all right,adjective,A2
alone,adjective,A2
alright,adjective,A2
alright,adjective,A2
busy,adjective,A2
clear,adjective,A2
absent,adjective,B1
alike,adjective,B1
all right,adjective,B1
alright,adjective,B1
bald,adjective,B1
bright,adjective,B1
certain,adjective,B1
certain,adjective,B1
clear,adjective,B1
abstract,adjective,B2
actual,adjective,B2
apparent,adjective,B2
awkward,adjective,B2
bad,adjective,B2
bare,adjective,B2
bitter,adjective,B2
casual,adjective,B2
chief,adjective,B2
close,adjective,B2
adult,adjective,C1
amateur,adjective,C1
ample,adjective,C1
anti-social,adjective,C1
apparent,adjective,C1
bad,adjective,C1
cheap,adjective,C1
civil,adjective,C1
clear,adjective,C1
close,adjective,C1
abrupt,adjective,C2
ahead,adjective,C2
alive,adjective,C2
alive,adjective,C2
alone,adjective,C2
arbitrary,adjective,C2
backward,adjective,C2
bare,adjective,C2
bare,adjective,C2
bleak,adjective,C2
blunt,adjective,C2
bronze,adjective,C2
bronze,adjective,C2
carefree,adjective,C2
circular,adjective,C2
clean,adjective,C2
close,adjective,C2
coherent,adjective,C2
about,adverb,A1
again,adverb,A1
also,adverb,A1
always,adverb,A1
a.m.,adverb,A1
best,adverb,A1
after,adverb,A2
afterwards,adverb,A2
again,adverb,A2
ago,adverb,A2
all,adverb,A2
almost,adverb,A2
already,adverb,A2
always,adverb,A2
always,adverb,A2
anymore,adverb,A2
anywhere,adverb,A2
away,adverb,A2
before,adverb,A2
above,adverb,B1
ahead,adverb,B1
ahead,adverb,B1
along,adverb,B1
along,adverb,B1
aloud,adverb,B1
already,adverb,B1
altogether,adverb,B1
any,adverb,B1
around,adverb,B1
back,adverb,B1
backwards,adverb,B1
behind,adverb,B1
besides,adverb,B1
best,adverb,B1
about,adverb,B2
ahead,adverb,B2
alike,adverb,B2
alike,adverb,B2
altogether,adverb,B2
altogether,adverb,B2
always,adverb,B2
apart,adverb,B2
apart,adverb,B2
aside,adverb,B2
aside,adverb,B2
away,adverb,B2
back,adverb,B2
back,adverb,B2
back,adverb,B2
alongside,adverb,C1
behind,adverb,C1
between,adverb,C1
between,adverb,C1
above,adverb,C2
abruptly,adverb,C2
allegedly,adverb,C2
around,adverb,C2
away,adverb,C2
below,adverb,C2
beyond,adverb,C2
bottom,noun,A2
club,noun,A2
choice,noun,B1
choice,noun,B1
club,noun,B1
background,noun,B2
balance,noun,B2
character,noun,B2
circumstance,noun,B2
alert,noun,C1
bronze,noun,C1
bump,noun,C1
army,noun,C2
belief,noun,C2
body,noun,C2
bundle,noun,C2
casualty,noun,C2
casualty,noun,C2
cheer,noun,C2
closure,noun,C2
accompany,verb,B1
affect,verb,B2
charge,verb,B2
alternate,verb,C1
bear,verb,C1
cast,verb,C2
channel,verb,C2
charm,verb,C2
close,verb,C2
coin,verb,C2
establishment,noun,C1
contract,verb,C2
conclude,verb,C1
exam,noun,A2
discipline,noun,C2
expenditure,noun,C2
ensure,verb,B2
descend,verb,B2
dad,noun,A1
fancy,verb,B2
depart,verb,B1
duration,noun,C1
elapse,verb,C2
excel,verb,C2
consume,verb,B2
comprise,verb,C1
comprise,verb,C1
desire,verb,C1
employ,verb,C1
engage,verb,C1
enhance,verb,C1
evaluate,verb,C1
facilitate,verb,C1
compromise,verb,C2
deem,verb,C2
disclose,verb,C2
endorse,verb,C2
enjoy,verb,C2
eradicate,verb,C2
erode,verb,C2
examine,verb,C2
exemplify,verb,C2
exercise,verb,C2
commence,verb,C2
crush,noun,C2
dump,noun,C2
devil,noun,C2
disapproval,noun,C1
dismissal,noun,C1
dissatisfaction,noun,B2
disability,noun,B2
disagreement,noun,B2
dishonesty,noun,B2
disorder,noun,C1
disagree,verb,B1
discourage,verb,B2
disrespect,noun,C1
disgust,noun,C2
disapprove,verb,B2
dislike,verb,B1
commercial,noun,B2
criminal,noun,B1
disposal,noun,B2
conference,noun,B1
confidence,noun,B2
dancer,noun,A2
examiner,noun,B1
cooker,noun,A2
dishwasher,noun,B1
customer,noun,A2
diver,noun,B1
consumer,noun,B2
defender,noun,B2
counter,noun,C2
computer,noun,A1
farmer,noun,A2
employer,noun,B1
ending,noun,B1
crossing,noun,B1
farming,noun,B1
composition,noun,B2
edition,noun,B2
composition,noun,C2
composition,noun,C2
exhibition,noun,B1
condition,noun,B2
complexion,noun,C2
complication,noun,C2
constitution,noun,C2
examination,noun,B2
construction,noun,B2
definition,noun,B2
expression,noun,B2
communication,noun,B1
conversation,noun,A1
description,noun,B1
discussion,noun,B1
explanation,noun,B1
confession,noun,B2
confirmation,noun,B2
expression,noun,B2
conviction,noun,C2
devastation,noun,C2
examination,noun,A2
construction,noun,B2
concession,noun,C2
depression,noun,C2
conservation,noun,B2
evolution,noun,B2
decision,noun,B1
cooperation,noun,B2
contribution,noun,B2
demonstration,noun,C1
disposition,noun,C2
determination,noun,B2
exhaustion,noun,B2
confusion,noun,B2
constitution,noun,C1
election,noun,B1
competition,noun,A2
division,noun,B2
destination,noun,B1
expedition,noun,B1
connection,noun,B2
congestion,noun,C1
division,noun,B2
competition,noun,B2
criticism,noun,B2
cyclist,noun,B1
creativity,noun,B2
curiosity,noun,B2
community,noun,B2
electricity,noun,A2
entertainment,noun,B1
encouragement,noun,B2
development,noun,B1
disappointment,noun,B1
disappointment,noun,B1
excitement,noun,B1
enjoyment,noun,B2
commitment,noun,B2
embarrassment,noun,B2
equipment,noun,B1
employment,noun,B1
consciousness,noun,B2
eagerness,noun,B2
coolness,noun,C2
coolness,noun,C2
escalator,noun,B2
competitor,noun,B1
director,noun,B1
counsellor,noun,C2
enquiry,noun,B1
delivery,noun,B1
discovery,noun,B2
contraception,noun,C2
extremist,noun,C2
contraceptive,noun,C2
cow,noun,A1
dog,noun,A1
dinosaur,noun,A2
duck,noun,A2
elephant,noun,A2
creature,noun,B1
dolphin,noun,B1
donkey,noun,B1
crocodile,noun,B2
deer,noun,B2
eagle,noun,B2
egg,noun,B2
cry,noun,C2
comic,noun,A2
concert,noun,A2
dance,noun,A2
drum,noun,A2
disc,noun,B1
display,noun,B1
documentary,noun,B1
display,noun,B2
episode,noun,B2
extra,noun,C1
dance,noun,A2
culture,noun,B1
coverage,noun,C1
comedy,noun,B1
drama,noun,B1
craft,noun,B2
contents,noun,B1
contents,noun,B2
compose,verb,B2
conduct,verb,B2
ear,noun,A1
eye,noun,A1
face,noun,A1
cough,noun,B1
cut,noun,B1
diet,noun,B1
elbow,noun,B1
cure,noun,B2
dose,noun,B2
drug,noun,B2
drug,noun,B2
eyebrow,noun,B2
eyelid,noun,B2
corpse,noun,C2
disc,noun,C2
donor,noun,C2
eyesight,noun,B2
digestion,noun,C1
diarrhoea,noun,C2
disease,noun,B1
earache,noun,B1
deodorant,noun,C1
diagnosis,noun,C2
do,verb,A2
faint,verb,B2
cut,verb,B1
cure,verb,B2
digest,verb,C1
diagnose,verb,C2
develop,verb,B2
conceive,verb,C2
dress,noun,A1
earring,noun,A2
dress,noun,B2
costume,noun,B2
dress,verb,B1
cross,noun,A1
document,noun,A2
envelope,noun,A2
comma,noun,B1
comment,noun,B1
consonant,noun,B1
cry,noun,B1
demand,noun,B1
diagram,noun,B1
entry,noun,B1
excuse,noun,B1
excuse,noun,B1
command,noun,B2
dash,noun,B2
draft,noun,B2
exclamation mark,noun,B2
contact,noun,B1
data,noun,B2
complaint,noun,B1
compromise,noun,B2
defence,noun,B2
emphasis,noun,B2
dialect,noun,C2
dialogue,noun,C2
dispute,noun,C2
directions,noun,A2
complain,verb,B1
count,verb,B1
communicate,verb,B2
compromise,verb,B2
describe,verb,A2
discuss,verb,A2
convince,verb,B1
date,verb,B1
demand,verb,B1
encourage,verb,B1
encourage,verb,B1
excuse,verb,B1
confirm,verb,B2
defend,verb,B2
define,verb,B2
deny,verb,B2
emphasize,verb,B2
excuse,verb,B2
expose,verb,B2
express,verb,B2
condemn,verb,C2
explain,verb,A2
communicate,verb,B1
confirm,verb,B1
cry,verb,B1
comment,verb,B2
confess,verb,B2
decline,verb,B2
enquire,verb,B2
exclaim,verb,C2
crime,noun,B1
crime,noun,B1
custody,noun,C2
court,noun,B2
defend,verb,C1
convict,verb,C2
degree,noun,A2
dozen,noun,B1
drop,noun,B1
extra,noun,B1
curve,noun,B2
diamond,noun,B2
dimension,noun,B2
disc,noun,B2
fake,noun,C2
cream,noun,A2
depth,noun,B1
distance,noun,B1
degree,noun,B2
couple,noun,B1
drop,noun,B2
extent,noun,B2
drop,verb,B2
course,noun,A1
dictionary,noun,A1
diploma,noun,A2
exercise,noun,A2
curriculum,noun,B1
degree,noun,B1
exchange,noun,B1
credit,noun,B2
dissertation,noun,C1
discipline,noun,B2
do,verb,A1
fail,verb,A2
cup,noun,A1
course,noun,A2
dish,noun,A2
dish,noun,A2
date,noun,C1
core,noun,C2
dash,noun,C2
cream,noun,A2
fast food,noun,A2
corn,noun,B1
dinner,noun,A1
drink,noun,A1
egg,noun,A1
curry,noun,A2
dessert,noun,A2
drink,noun,A2
courgette,noun,B1
cucumber,noun,B1
fat,noun,B2
dice,verb,C2
desk,noun,A1
dining room,noun,A1
door,noun,A1
farm,noun,A1
cupboard,noun,A2
curtain,noun,A2
drawer,noun,A2
entrance,noun,A2
exit,noun,A2
cottage,noun,B1
cushion,noun,B1
dustbin,noun,B1
duvet,noun,B1
corridor,noun,B2
estate,noun,B2
doorway,noun,C2
facilities,noun,B1
dollar,noun,A1
euro,noun,A2
exchange rate,noun,B1
debit,noun,B2
debt,noun,B2
economy,noun,B2
crash,noun,C1
donor,noun,C2
debt,noun,B2
cover,noun,C1
credit,noun,B1
currency,noun,B1
expense,noun,B2
disposable income,noun,C2
expenses,noun,C1
crash,verb,C1
debit,verb,B2
compensate,verb,C1
cover,verb,C1
cover,verb,C1
continent,noun,B1
district,noun,B1
earthquake,noun,B2
element,noun,B2
countryside,noun,A2
copper,noun,B2
daylight,noun,B2
earth,noun,B2
coral,noun,C2
desert,noun,A2
dawn,noun,B2
diamond,noun,B2
earth,noun,B1
erupt,verb,C2
erode,verb,C2
experiment,noun,B1
estimate,noun,B2
consumption,noun,C1
effort,noun,B1
exchange,noun,B1
conflict,noun,B2
escape,noun,C1
dash,noun,B2
fall,verb,A2
escape,verb,B1
cooperate,verb,B2
cope,verb,B2
crawl,verb,B2
dash,verb,B2
experiment,verb,B2
do,verb,A1
complete,verb,A2
complete,verb,A2
copy,verb,A2
cover,verb,A2
do,verb,A2
control,verb,B1
count,verb,B1
create,verb,B1
damage,verb,B1
decorate,verb,B1
defend,verb,B1
design,verb,B1
destroy,verb,B1
develop,verb,B1
discover,verb,B1
exchange,verb,B1
conduct,verb,B2
construct,verb,B2
control,verb,B2
copy,verb,B2
cut,verb,B2
demolish,verb,B2
deny,verb,B2
deprive,verb,B2
dip,verb,B2
disrupt,verb,B2
distinguish,verb,B2
distract,verb,B2
distribute,verb,B2
disturb,verb,B2
drag,verb,B2
drop,verb,B2
enable,verb,B2
estimate,verb,B2
examine,verb,B2
exploit,verb,B2
exploit,verb,B2
explore,verb,B2
extend,verb,B2
extract,verb,B2
consume,verb,C1
cross,verb,A2
cut,verb,A2
decide,verb,A2
delay,verb,A2
end,verb,A2
connect,verb,B1
continue,verb,B1
decorate,verb,B1
deliver,verb,B1
dig,verb,B1
divide,verb,B1
drop,verb,B1
explore,verb,B1
face,verb,B1
fasten,verb,B1
convert,verb,B2
copy,verb,B2
crack,verb,B2
distinguish,verb,B2
dominate,verb,B2
elegance,noun,C1
cream,noun,B1
dream,noun,B1
experience,noun,B1
coward,noun,B2
extrovert,noun,C1
fake,noun,C2
fanatic,noun,C2
experience,noun,B1
comfort,noun,B2
command,noun,B2
courage,noun,B2
courtesy,noun,B2
credit,noun,B2
despair,noun,B2
disgrace,noun,B2
enthusiasm,noun,B2
envy,noun,B2
faith,noun,B2
fame,noun,B2
control,noun,C1
discipline,noun,C1
distress,noun,C1
drive,noun,C1
enterprise,noun,C1
dignity,noun,C2
diplomacy,noun,C2
empathy,noun,C2
doubt,noun,B1
concern,noun,B2
concern,noun,B2
cruelty,noun,B2
delight,noun,B2
depth,noun,B2
desire,noun,B2
emotion,noun,B2
cry,verb,A2
enjoy,verb,A1
control,verb,B1
disappoint,verb,B1
experience,verb,B1
fancy,verb,B1
confuse,verb,B2
doubt,verb,B2
draw,verb,B2
endure,verb,B2
envy,verb,B2
face,verb,B2
corrupt,verb,C1
declaration,noun,C1
deputy,noun,C1
coup,noun,C2
delegation,noun,C2
defence,noun,C1
diplomacy,noun,C2
democracy,noun,B2
control,verb,B2
daughter,noun,A1
father,noun,A1
cousin,noun,A2
date,noun,B1
enemy,noun,B1
companion,noun,B2
darling,noun,B2
daughter-in-law,noun,B2
father-in-law,noun,B2
company,noun,B2
culture,noun,B1
divorce,noun,B1
divorce,verb,B2
doll,noun,A1
department store,noun,A2
contest,noun,B1
course,noun,B1
court,noun,B1
cup,noun,B1
defeat,noun,B1
dice,noun,C2
cricket,noun,A2
defence,noun,B1
extreme sports,noun,B1
export,noun,B2
eliminate,verb,C1
draw,verb,C1
DVD,noun,A1
disk,noun,B1
document,noun,B1
download,noun,B1
drive,noun,B1
control,noun,B2
cursor,noun,B2
database,noun,B2
desktop,noun,B2
desktop,noun,B2
device,noun,B2
cookie,noun,C2
dot,noun,B1
data,noun,B2
display,noun,B1
failure,noun,B2
crash,verb,B2
fail,verb,B2
equip,verb,B2
display,verb,B2
driving licence,noun,A2
exit,noun,A2
crash,noun,B1
cruise,noun,B1
crossroads,noun,B2
cycle,noun,B2
deck,noun,B2
customs,noun,B1
entry,noun,B1
diesel,noun,C1
departure,noun,B1
cruise,verb,B2
commute,verb,C1
drop,verb,C1
divert,verb,C2
company,noun,A2
day,noun,A2
employee,noun,B1
deadline,noun,B2
deal,noun,B2
counterpart,noun,C1
enterprise,noun,C1
executive,noun,C1
developer,noun,C2
duty,noun,B2
dismissal,noun,C1
disappearance,noun,B2
distraction,noun,C1
disruption,noun,C1
distraction,noun,C1
disadvantage,noun,B1
discontent,noun,C1
discrimination,noun,C1
disorder,noun,C1
displacement,noun,C1
discomfort,noun,C2
discomfort,noun,C2
disorder,noun,C2
discomfort,noun,C1
disappear,verb,B1
disappear,verb,B1
disappear,verb,B2
discriminate,verb,C1
discriminate,verb,C2
dismiss,verb,C1
displace,verb,C1
distort,verb,C1
discourage,verb,C2
disqualify,verb,C2
disturbance,noun,C2
dominance,noun,C2
endurance,noun,C2
disturbance,noun,C1
consultant,noun,B2
contestant,noun,C1
consequence,noun,B2
convenience,noun,C1
existence,noun,C1
difference,noun,C2
convenience,noun,B2
existence,noun,B2
competence,noun,C1
confidence,noun,C2
difference,noun,A2
difference,noun,B1
driver,noun,A1
designer,noun,B1
composer,noun,B2
container,noun,B2
counter,noun,B2
dealer,noun,B2
determiner,noun,B2
entertainer,noun,B2
commander,noun,C2
ending,noun,B1
crossing,noun,C1
craving,noun,C2
cooking,noun,A2
engineering,noun,B1
counselling,noun,C2
drawing,noun,A2
composition,noun,B1
conclusion,noun,B1
direction,noun,B1
conjunction,noun,B2
consideration,noun,B2
demonstration,noun,B2
explosion,noun,B2
expression,noun,B2
extension,noun,B2
extension,noun,B2
extension,noun,B2
complication,noun,C1
condition,noun,C1
convention,noun,C1
equation,noun,C1
explosion,noun,C1
concession,noun,C2
conclusion,noun,C2
consultation,noun,C2
contradiction,noun,C2
direction,noun,C2
concentration,noun,B2
confusion,noun,B2
confusion,noun,B2
consideration,noun,B2
construction,noun,B2
decoration,noun,B2
destruction,noun,B2
division,noun,B2
evolution,noun,B2
expansion,noun,B2
completion,noun,C1
conservation,noun,C1
corruption,noun,C1
corruption,noun,C1
cultivation,noun,C1
definition,noun,C1
direction,noun,C1
distribution,noun,C1
domination,noun,C1
erosion,noun,C1
extinction,noun,C1
composition,noun,C2
consideration,noun,C2
consultation,noun,C2
distinction,noun,C2
elimination,noun,C2
erosion,noun,C2
connection,noun,B1
correction,noun,B1
connection,noun,B2
creation,noun,B2
decoration,noun,B2
depression,noun,B2
distinction,noun,B2
donation,noun,B2
exception,noun,B2
convention,noun,C1
demonstration,noun,C1
emission,noun,C1
evaluation,noun,C1
exaggeration,noun,C1
exploration,noun,C1
concentration,noun,C2
conception,noun,C2
confrontation,noun,C2
conversion,noun,C2
conviction,noun,C2
dentist,noun,A2
economist,noun,B2
environmentalist,noun,C1
facility,noun,B2
equality,noun,B2
complexity,noun,C2
continuity,noun,C2
credibility,noun,C2
comparative,noun,A2
explosive,noun,C2
commitment,noun,B2
development,noun,B2
development,noun,B1
establishment,noun,C1
development,noun,C2
darkness,noun,B2
coolness,noun,C1
effectiveness,noun,C1
fairness,noun,C1
craziness,noun,C2
consciousness,noun,C1
doctor,noun,A1
director,noun,B1
conductor,noun,B2
editor,noun,B2
emperor,noun,C1
difficulty,noun,B2
discovery,noun,C1
enquiry,noun,C2
difficulty,noun,B1
country,noun,A1
credit card,noun,A1
dance,noun,A1
date,noun,A1
day,noun,A1
email,noun,A1
end,noun,A1
example,noun,A1
factory,noun,A1
contact,noun,A2
cook,noun,A2
corner,noun,A2
diary,noun,A2
diary,noun,A2
digital camera,noun,A2
disco,noun,A2
discount,noun,A2
dream,noun,A2
end,noun,A2
engine,noun,A2
engineer,noun,A2
fact,noun,A2
fan,noun,A2
contract,noun,B1
copy,noun,B1
count noun,noun,B1
cover,noun,B1
cover,noun,B1
crop,noun,B1
cross,noun,B1
CV,noun,B1
dance,noun,B1
danger,noun,B1
date,noun,B1
definite article,noun,B1
deposit,noun,B1
design,noun,B1
detail,noun,B1
detective,noun,B1
disc jockey,noun,B1
DJ,noun,B1
drive,noun,B1
edge,noun,B1
embassy,noun,B1
essay,noun,B1
event,noun,B1
event,noun,B1
expert,noun,B1
fair,noun,B1
fan,noun,B1
fare,noun,B1
concept,noun,B2
control,noun,B2
copy,noun,B2
county,noun,B2
crash,noun,B2
critic,noun,B2
cut,noun,B2
cycle,noun,B2
debit card,noun,B2
decade,noun,B2
dilemma,noun,B2
dimension,noun,B2
diplomat,noun,B2
dive,noun,B2
dive,noun,B2
dot,noun,B2
edge,noun,B2
electrician,noun,B2
element,noun,B2
environment,noun,B2
episode,noun,B2
equal,noun,B2
era,noun,B2
estate,noun,B2
example,noun,B2
extract,noun,B2
factor,noun,B2
faith,noun,B2
fate,noun,B2
comfort,noun,C1
command,noun,C1
commodity,noun,C1
complaint,noun,C1
component,noun,C1
component,noun,C1
criterion,noun,C1
critic,noun,C1
cut,noun,C1
cutback,noun,C1
debut,noun,C1
defect,noun,C1
deficit,noun,C1
delegate,noun,C1
deposit,noun,C1
deposit,noun,C1
design,noun,C1
destiny,noun,C1
developer,noun,C1
directory,noun,C1
divide,noun,C1
dock,noun,C1
domain,noun,C1
draught,noun,C1
drawback,noun,C1
dump,noun,C1
empire,noun,C1
empire,noun,C1
equivalent,noun,C1
exhibit,noun,C1
exterior,noun,C1
fair,noun,C1
comeback,noun,C2
compliment,noun,C2
constraint,noun,C2
contact,noun,C2
corner,noun,C2
count,noun,C2
crack,noun,C2
crackdown,noun,C2
creep,noun,C2
cricket,noun,C2
cushion,noun,C2
deposit,noun,C2
descendant,noun,C2
deterrent,noun,C2
drain,noun,C2
echo,noun,C2
embrace,noun,C2
enterprise,noun,C2
entity,noun,C2
entrance,noun,C2
exercise,noun,C2
dancing,noun,A1
email,noun,A1
cycling,noun,A2
east,noun,A2
common sense,noun,B1
cotton,noun,B1
credit,noun,B1
damage,noun,B1
design,noun,B1
design,noun,B1
dirt,noun,B1
diving,noun,B1
dust,noun,B1
economics,noun,B1
effort,noun,B1
energy,noun,B1
energy,noun,B1
entrance,noun,B1
entry,noun,B1
fashion,noun,B1
commerce,noun,B2
concrete,noun,B2
daytime,noun,B2
demand,noun,B2
denim,noun,B2
ease,noun,B2
efficiency,noun,B2
electronics,noun,B2
evidence,noun,B2
fact,noun,B2
faith,noun,B2
fate,noun,B2
consent,noun,C1
contact,noun,C1
cover,noun,C1
crawl,noun,C1
daycare,noun,C1
dedication,noun,C1
destiny,noun,C1
exposure,noun,C1
comfort,noun,C2
comfort,noun,C2
command,noun,C2
custody,noun,C2
cutlery,noun,C2
decay,noun,C2
dependence,noun,C2
depth,noun,C2
desperation,noun,C2
discretion,noun,C2
dismay,noun,C2
distress,noun,C2
DNA,noun,C2
doom,noun,C2
evidence,noun,C2
December,noun,A1
evening,noun,A1
cost,noun,A2
danger,noun,A2
day,noun,A2
delay,noun,A2
exercise,noun,A2
fashion,noun,A2
custom,noun,B1
death,noun,B1
decrease,noun,B1
diet,noun,B1
drama,noun,B1
duty,noun,B1
effect,noun,B1
emergency,noun,B1
entry,noun,B1
comparison,noun,B2
conflict,noun,B2
context,noun,B2
contrast,noun,B2
control,noun,B2
control,noun,B2
costume,noun,B2
crab,noun,B2
crisis,noun,B2
debate,noun,B2
decline,noun,B2
dialogue,noun,B2
disaster,noun,B2
disaster,noun,B2
disguise,noun,B2
error,noun,B2
evil,noun,B2
failure,noun,B2
fantasy,noun,B2
context,noun,C1
controversy,noun,C1
deduction,noun,C1
deficiency,noun,C1
density,noun,C1
fabric,noun,C1
conscience,noun,C2
deception,noun,C2
deduction,noun,C2
deficiency,noun,C2
denial,noun,C2
deprivation,noun,C2
